	text	label
93	the cumulative effect of the movie is repulsive and depressing . 	1
8780	in venice , italy , a team of expert theives pulls a daring heist of 35 million dollars in bars of gold . 	0
4288	big fat liar is little more than home alone raised to a new , self-deprecating level . 	1
5442	after selling the shop to a local loan shark , calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out . 	0
4238	it's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex . 	1
7600	his big brother george has also made a new friend , will , so stuart is feeing lonely . 	0
3487	it's not an important picture , and probably not even a memorable one , but i had a good time . 	1
1618	the acting alone is worth the price of admission . 	1
6993	this becomes somewhat of a problem when all of the dead scientists come back to life in search of a snack . 	0
1243	the script by david koepp is perfectly serviceable and because he gives the story some soul . . . he elevates the experience to a more mythic level . 	1
1864	ki-duk kim has created a provocatively violent and sexual film with an oddly idyllic sensibility . it's a mysterious but ultimately rewarding experience . 	1
5218	this appears to be only the beginning of a string of suicides around the country . 	0
6264	his intelligence and unconventional attitude attract the attention of veteran walter burke ( al pacino ) who squires him through the agency's difficult training courses and helps him to quickly rise through the ranks . 	0
8012	this is the true story of real ira bombers during the peak of the troubles in northern ireland , 1981 . 	0
1937	a well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone . 	1
6782	"the "" easiest "" ( and most dangerous ) way to get it is working for some drug-dealers . "	0
3734	no film could possibly be more contemptuous of the single female population . 	1
9556	in a future where emotion and desire have been wiped away by an unshakable new narcotic , society exists simply to provide a constant source of the drug . 	0
2551	parker cannot sustain the buoyant energy level of the film's city beginnings into its country conclusion	1
5826	it is a dark time for the resistance and skynet is on the verge of going online , the events of the last movie has changed nothing and john must now battle a new terminator called the t-x . 	0
4901	on top of a foundering performance , [madonna's] denied her own athleticism by lighting that emphasizes every line and sag . 	1
7190	he returns with his wife , mercedes , an argentinean he met in spain , and his two adolescent children , mateo and cayetana , born in the same country and forced into a land they know only throught the biased tales of their parents . 	0
5845	but what exactly is good and waht exactly is evil ? 	0
4105	a by-the-numbers effort that won't do much to enhance the franchise . 	1
2519	bella is the picture of health with boundless energy until a few days before she dies . this is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer . 	1
1310	it all plays out . . . like a high-end john hughes comedy , a kind of elder bueller's time out . 	1
7415	"set 10 years after the events in "" the phantom menace "" . "	0
8109	his odyssey finally leads him onto a theatre stage . 	0
3667	a terrifically deft picture about the thick line that separates movie glamour from the real world , and the thin line between common sense and paranoia . 	1
7002	so , alexi starts to bribe members of the different teams to cause more trouble than necessary on the field , and the viewers love it . 	0
638	nothing but an episode of smackdown ! in period costume and with a bigger budget . 	1
1135	muccino is honest in the emotional damage left by his immature men and passionate in his portraits of twentysomething commitment-phobes struggling against growing up . 	1
1904	well-acted , well-directed and , for all its moodiness , not too pretentious . 	1
1366	for all its bile and incoherence , in praise of love is filled with haunting images and insights . godard may be a lion in winter , but the lion still roars . 	1
8136	stuart rescues a canary , margalo , from a falcon ; she moves in with the littles . 	0
7445	when dwindling membership and increasing overheads makes a local bowling club and prime candidate for a takeover , it's all hands on deck to save the club , in what turns into an epic battle where young meets old , greed meets good and people rise to the occasion in extraordinary circumstances . 	0
8798	they find themselves competing for not only the press' attention , but also the focus of their shared lawyer , the suave billy flynn . 	0
655	that a high-profile movie with big-name actors could inspire such philosophical reflection is impressive . 	1
6174	nete forces a doctor to tell her how much time he has left . 	0
4328	be forewarned , if you're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards . 	1
1706	there's . . . tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . 	1
5422	however , nicholas cannot keep the creature hidden forever and must eventually face his own feelings . 	0
6723	he saves a rich man ( sharad kapoor ) from the goons , who offers him a job . 	0
9535	he is an aspiring writer struggling with these : endless nights marked by creative block , memories of a childhood rotten with abuse , and the thirst of unspeakable sexual desires . 	0
5121	all are endeavoring to remove the stones that insistently appear in their path or , worst , that are in their shoes . 	0
8268	hosts of hooded penitents parade through the ancient , narrow streets of the old town in time-honoured ritual . 	0
4299	an uncomfortable movie , suffocating and sometimes almost senseless , the grey zone does have a center , though a morbid one . 	1
3384	this story of unrequited love doesn't sustain interest beyond the first half-hour . 	1
1349	director oliver parker labors so hard to whip life into the importance of being earnest that he probably pulled a muscle or two . 	1
2027	for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride . 	1
8127	"shown as an episode of "" the south bank show "" . "	0
2786	will amuse and provoke adventurous adults in specialty venues . 	1
2972	though the characters are sometimes forced into madcap situations for the sake of adding yuks , the film works best when the protagonists are just being themselves	1
7983	the best laid plans of hung-over boys meet a florist with a cricket bat in this morning after adventure resulting in an unexpected outcome for all . 	0
6344	soledad , the desert artist who accompanies hilary home , hopes this trip will be the start of their new life together . 	0
2776	there's not a single jump-in-your-seat moment and believe it or not , jason actually takes a backseat in his own film to special effects . 	1
9856	unlike most reunion stories that climax with a clich&#233 ; happy ending , daughter from danang is a real-life drama . 	0
3504	'estupendamente actuada , sumamente emotiva y profundamente humana , es una experiencia f�lmica imposible de olvidar'	1
2638	watching this film , one is left with the inescapable conclusion that hitchens' obsession with kissinger is , at bottom , a sophisticated flower child's desire to purge the world of the tooth and claw of human power . 	1
6864	as he chases the elusive bounty hunter , jango ( and his cloned son boba ) leads obi wan to geonosis , where he meets count dooku and finds a startling revelation about the former jedi . 	0
5261	{esther buffy} a young vibrant chinese american female who desperately tries to please her strict parents along the way of trying to find herself . 	0
7210	larry goldberg is the owner of a second-hand bookstore in amsterdam . 	0
1112	even though it is infused with the sensibility of a video director , it doesn't make for completely empty entertainment	1
914	makes an aborbing if arguable case for the man's greatness . 	1
650	this new movie version of the alexandre dumas classic is the stuff of high romance , brought off with considerable wit . 	1
324	narrative may be looser than baby teeth , but amy's orgasm is such a verbosely in-depth exploration of female sensuality and identity . 	1
7889	for ten years , tobias has worked in a clock factory and in the relentless sound of ticking , he sees life go by without much expectation . 	0
1038	it's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom . 	1
4584	resident evil may be brain dead but it's great popcorn entertainment nonetheless . 	1
1537	good , -- * interviews with dp neihouse and astronaut susan helms * 	1
4085	like its two predecessors , 1983's koyaanisqatsi and 1988's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel-gazing film ever . 	1
3469	harrison's flowers puts its heart in the right place , but its brains are in no particular place at all . 	1
1511	as a good old-fashioned adventure for kids , spirit : stallion of the cimarron is a winner . 	1
3333	there is a difference between movies with the courage to go over the top and movies that don't care about being stupid	1
9043	new york city homicide detective vincent lamarca has forged a long and distinguished career in law enforcement , making a name for himself as a man intensely committed to his work . 	0
4447	a culture clash comedy only half as clever as it thinks it is . 	1
86	while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity . 	1
1390	vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role . 	1
5540	in fact , sean has made the mistake of lending eddie $25 , 000 to cover his profligate spending . 	0
444	pretty much sucks , but has a funny moment or two . 	1
6028	a situation or activity specially suited to a person's abilities or character . 	0
5667	yet , the fellowship is broken and boromir is dead . 	0
4388	a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . 	1
5171	a young father amaro arrives at his new church post on the orders of the bishop . 	0
9459	what if hitler didn't die in berlin at the end of the war ? 	0
963	philip k . dick must be turning in his grave , along with my stomach . 	1
9601	setting accounts with shaman - a big criminal boss , who ordered the evidence planted and also with his former colleagues was not a part of korenev's agenda . 	0
9396	zero , who , like many hong kong youngsters , has a handful of unsteady jobs . 	0
6870	they , like many college under-achievers , prefer to spend most of their time going to parties , playing video games , and attending the occasional class . 	0
8732	the result is a farcical and sad truth that should make the hollywood step-upons , stolen-froms and never-beens delighted and perhaps even a little vindicated . 	0
2632	this may be burns's strongest film since the brothers mcmullen . 	1
6118	diana , who secretly returns jose's affection , comes to his rescue , but is taken hostage . 	0
7655	in 1977 , during anita bryant's crusade , an anti-gay book alan wrote years before gets published without his consent . 	0
4480	an occasionally funny , but overall limp , fish-out-of-water story . 	1
8019	mary is an 18-year-old high school senior , and joe , her fianc&#233 ; , is 23 , working hard to get techweb established as an internet consulting firm . 	0
5588	her husband was the love of her life and she does not expect to find another . 	0
6286	"this film is based on "" our sunshine "" by robert drew , a novel based on the life of australian bushranger and icon , ned kelly . "	0
1198	viewed on its own terms , treasure planet is better-than-average family entertainment , but true fans of the stevenson's novel will likely prefer disney's more faithful 1950 live-action swashbuckling classic . 	1
2118	the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor . 	1
2758	what a pity . . . that the material is so second-rate . 	1
587	the hours makes you examine your own life in much the same way its characters do , and the experience is profound . the hours is what movies are supposed to be . . . 	1
3847	ultimately this is a frustrating patchwork : an uneasy marriage of louis begley's source novel ( about schmidt ) and an old payne screenplay . 	1
754	a compelling allegory about the last days of germany's democratic weimar republic . 	1
4147	mst3k gone kung fooey , kung pow ! makes you chuckle for a bit , but leaves you hungry an hour later . 	1
4344	a guilty pleasure at best , and not worth seeing unless you want to laugh at it . 	1
409	somehow ms . griffiths and mr . pryce bring off this wild welsh whimsy . 	1
6606	in a world ravaged by disease , disasters and hatred - a worldwide plan which dates back more than 2000 years has been implemented to show people that there's more to life and living then just waste . 	0
1242	the pianist is a fine valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain . 	1
922	ben affleck as jack ryan , tom clancy's intrepid hero ? ridiculous . what's next ? d . j . qualls as indiana jones ? or tom green as han solo ? 	1
692	but even with the two-wrongs-make-a-right chemistry between jolie and burns . . . this otherwise appealing picture loses its soul to screenwriting for dummies conformity . 	1
6411	" "" the institute "" is also for the once-famous , who , having bottomed out , also have no where else to turn but brookdale . "	0
247	[i]t's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop isn't as funny as it should be . 	1
9747	now &#38 ; forever is a dramatic contemporary love story combining elements of spirituality , heart and integrity . 	0
2753	a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been . 	1
1709	ms . rampling , still beautiful well into her 50s , has an earth-bound weariness and lively spirit that convey a life fully and tragically lived . 	1
4206	this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime-busting comic vehicle -- a well-intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring	1
503	a nicely constructed film with an unusual , though not unheard-of theme for chinese cinema . 	1
5743	on earth , a scientist struggling with writing the definitive paper on the scientific concept fails to notice more obvious issues in his personal life . 	0
2364	a serious movie with serious ideas . but seriously , folks , it doesn't work . 	1
8419	owners who will do almost anything to keep them running . 	0
7882	when starla figures out that genevieve deliberately set it up by giving her bad tutoring to fail all those classes , she begins an all-out personal war against genevieve to take back her social life . 	0
1224	this remake gets all there is to get out of a peculiar premise with promise : al pacino loathing robin williams . 	1
8870	" "" secondhand lions "" follows the comedic adventures of an introverted boy ( osment ) left on the doorstep of a pair of reluctant , eccentric great-uncles ( caine and duvall ) , whose exotic remembrances stir the boy's spirit and re-ignite the men's lives . "	0
5197	the story follows them and the people they encounter on their way to their destination . 	0
6605	however , soon they have the cops and the anti-terror corps on their tails . 	0
2498	is truth stranger than fiction ? in [screenwriter] charlie kaufman's world , truth and fiction are equally strange , and his for the taking . 	1
7710	a frustrated businessman , jeffery goldman ( john pankow ) tries to end his hopeless marriage to wife , ellen ( rebecca pidgeon ) by asking his local rabbi ( eli wallach ) to place a curse on her . 	0
3123	if the plot seems a bit on the skinny side , that's because panic room is interested in nothing more than sucking you in�and making you sweat . 	1
6247	kamel , a young man from the french ghetto , near paris , is coming back to france . 	0
8997	with this relation the characters will discover lot of things about their past . 	0
7293	but on his latest case , the stakes are higher for vincent--the suspect he's investigating is his own son . 	0
108	it's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience . 	1
6183	through the looking glass is a psychological horror detailing the path of one man's obsession that culminates in madness , fear and ultimately death . 	0
8855	on this morning , johnny wakes to his mother's accusations that he has botched a simple scam , leaving them without enough money to payoff their inside man . 	0
956	de oliveira seems not only to have read john berger's famous essay on looking , but also to have taken it as his personal instruction manual for filmmaking . 	1
8041	then she buys a bar of chocolate from the neighborhood store . . . 	0
9303	when jonathan jordan gets divorced he's thrust back into the world of being a single mormon - a world who's ultimate goal is eternal marriage . 	0
8647	after a glamorous--but short-lived--career as a movie star , evans tried out producing . 	0
3631	reign of fire looks as if it was made without much thought -- and is best watched that way . 	1
1737	this gently retro story of a young morman missionary in the pacific islands of tonga loses some wholesomeness points due to some smug insularity . 	1
1843	scherfig , who has had a successful career in tv , tackles more than she can handle . 	1
679	does not go far enough in its humor or stock ideas to stand out as particularly memorable or even all that funny . 	1
5222	"sebastien cortez is an up and coming film maker who has just gotten his big break in "" the biz . "" "	0
6304	big-shot executive robert stiles' car is damaged when parked at the lodge . 	0
761	the two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect . 	1
8048	with the help of an angry young filmmaker , a russian sound recordist hoping to break into the local film industry , and a seven-foot tall tow truck driver from quebec , he embarks on a comical investigation into . . . 	0
5195	unwilling to disappoint his proud mother , morales wastes no time in looking for a job to pay his way through school . 	0
6322	here , in the smallest quietest corner of new england unfolds a disquieting tale of what happens when music meets murder . . . 	0
5212	but things take a turn for the worst when sheldon finds out that some of the people that he works with , and some he doesn't know he's working for , are all in it for the money . 	0
955	thoughtless , random , superficial humour and a lot of very bad scouse accents	1
464	a charming and funny story of clashing cultures and a clashing mother/daughter relationship . 	1
8294	along the way , his vendetta quest leads to the son of howard saint ( travolta ) , a former underworld boss who had gone straight , but the death of his son leads him to get back into crime , and he's gunning for the punisher . 	0
1139	fisher has bared his soul and confronted his own shortcomings here in a way . . . that feels very human and very true to life . 	1
7661	an ambitious , young female journalist , with an insatiable curiosity for getting to the bottom of the story , is having a torrid affair with a married man . 	0
5644	for daredevil justice is blind--and for the guilty , there's hell to pay . 	0
6475	when algren is injuried and captured by the samurai , learns about their warrior honor code from katsumoto , the samurai&#180 ; s leader and decide which side of the conflict he wants to be on . . . 	0
83	the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . strange occurrences build in the mind of the viewer and take on extreme urgency . 	1
4547	a skillfully made example of your typical schwarzenegger action film . 	1
6100	considering his profession could be a very dangerous occupation . 	0
6276	later , one of the wives is found dead in the hot tub , setting off a series of events that reveal their inner beliefs . 	0
9235	"they create a new day care facility called "" daddy day care "" and have kids like : the smart-mouthed-but-became-polite crispin ( shane baumel ) , the really-smart becca ( hailey noelle johnson ) , and the flash/tony ( jimmy bennett ) . "	0
8653	the two animals decide to search for the father and return the baby to him . 	0
7960	and then the teenage kim arrives out of the blue looking for shelter and work - but what is she trying to hide ? 	0
7530	we follow the wacky exploits of the town's inhabitants from sassy saloon girls and amazonian behemoth parrots to hypnotist dentists and 400-pound tooth fairies . 	0
2961	serry does a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002 . but hard-to-believe plot twists force the movie off track in its final half hour . 	1
8619	if you have an uneasy tummy , this movie is not for you ! 	0
5493	"throughout the rest of the movie , the two never got along , whereas mitch is trying to investigate the whereabouts of a criminal who possesses a mythical "" big gun "" that has enough firepower to collapse a house , while trey just wants to be famous . "	0
159	a thoroughly unoriginal , but fast-paced and entertaining genre b-flick	1
3293	a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i'm not exactly sure what -- and has all the dramatic weight of a raindrop . 	1
836	the movie's progression into rambling incoherence gives new meaning to the phrase 'fatal script error . '	1
5697	julie is a smart and spunky fifteen year old who lost her family to syndicate killers . 	0
2305	a movie that will wear you out and make you misty even when you don't want to be . 	1
1089	a documentary to make the stones weep -- as shameful as it is scary . 	1
2274	the story . . . is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is . it is also a testament to the integrity and vision of the band . 	1
7462	on the train home from chauncey academy for the thanksgiving weekend , oscar confides in his best friend that he has plans for this vacation--he will win the heart of his true love . 	0
854	the problems of the people in love in the time of money are hardly specific to their era . they just have problems , which are neither original nor are presented in convincing way . 	1
1981	equilibrium the movie , as opposed to the manifesto , is really , really stupid . 	1
1660	the film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based 'drama , ' but the emphasis on the latter leaves blue crush waterlogged . 	1
3962	the mood , look and tone of the film fit the incredible storyline to a t . 	1
2711	while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . 	1
5124	the sequel to spy kids ; the second film revisits the adventures of the previous film . 	0
8843	suddenly a hand can do something no hand has done before and lips something no lips have ever done . 	0
566	it's a bad sign when you're rooting for the film to hurry up and get to its subjects' deaths just so the documentary will be over , but it's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest . 	1
6649	as the years pass by , the aged patricia gets a visit by . . . francis . 	0
411	first-time writer-director dylan kidd also has a good ear for dialogue , and the characters sound like real people . 	1
9311	" "" sumo east and west "" takes us into this world through the story of wayne vierra of hawaii , aka kamakiiwa , a former professional sumo wrestler in japan whose pro career was cut short by injury , but who rebounded to become a champion in the growing world of amateur sumo . "	0
2970	overall , it's a wacky and inspired little film that works effortlessly at delivering genuine , acerbic laughs . 	1
3853	as tricky and satisfying as any of david mamet's airless cinematic shell games . 	1
8184	tuck everlasting is the story of a girl named winnie and a family who she meets , the tucks . 	0
6658	a drug lord who pretends to overthrow the mexican government . 	0
5776	a quirky family parks its trailer on a texas desert and tries to build the golf course of the father's dreams . 	0
3757	one of the most successful , provocative and intensely contemporary of israeli films , so much so that to watch it is to feel the country having a passionate argument with itself . 	1
3353	what saves it . . . and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist alice . 	1
75	both the film and nachtwey's photos hammer home the grim reality of the world's gutters and battlefields , and will make you question what 'news' really is . 	1
6321	the rabbi refuses , but gives goldman peculiar advice on how to do away with her , setting into motion a series of unexpected events . 	0
1001	in other words , it's just another sports drama/character study . yet this one makes up for in heart what it lacks in outright newness . plus , like i already mentioned . . . it's robert duvall ! c'mon ! 	1
6430	stripped of his driving privileges for years , and with failing eye sight , eagle steals away in his late wife's old lincoln and heads cross-country to pete's rescue . 	0
2176	a different kind of love story - one that is dark , disturbing , painful to watch , yet compelling . 	1
9678	when the young and highly repressive king pentheus discovers that his own mother agave has given herself over to this upstart god of wine and erotic joy , he declares a state of war , despite the very stern warnings of cadmus , the former king and the famed prophet teiresias . 	0
1315	because eight legged freaks is partly an homage to them , tarantula and other low- budget b-movie thrillers of the 1950s and '60s , the movie is a silly ( but not sophomoric ) romp through horror and hellish conditions . 	1
2464	borstal boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy . 	1
6294	he's full of ideas on how to change brazilian public health , which is being threatened by yellow fever . 	0
7376	adding to the situation is a killer hurricane bearing down on the island . 	0
9741	the world around him seemingly comes to a stop ; everything and everybody becomes frozen in time . 	0
6917	"capitalizing on his fame as the star of "" hogan's heroes , "" bob crane ( greg kinnear ) dove into the freewheeling spirit of the 60s and 70s with relish , having affairs with numerous women . "	0
2357	if you love reading and/or poetry , then by all means check it out . you'll probably love it . 	1
1513	less funny than it should be and less funny than it thinks it is . 	1
8097	they all decide to go together and they leave . 	0
8275	with no other leads , claire warily sets out with miles towards tiburon , a secret community outside the city that may be the last hold-out against the drug . . . 	0
3226	less a study in madness or love than a study in schoolgirl obsession . 	1
1722	all right , so it's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast . 	1
7781	barry egan ( adam sandler ) is a small business owner with seven sisters whose abuse has kept him alone and unable to fall in love . 	0
7048	based on a true story , this is about the irish journalist veronica guerin ( cate blanchett ) , a reporter for the dublin sunday independent , who exposed some of dublin's most powerful crime barons and drug lords in 1996 . 	0
951	for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . 	1
4572	nakata's technique is to imply terror by suggestion , rather than the overuse of special effects . 	1
7616	it may only be the third date , but tony knows it's time to pop the question and make the beautiful , shy katrina his wife . 	0
8254	through his grandmother's boundless patience and devotion , he learns to embrace empathy , humility and the importance of family . 	0
9307	in a surrealistic approach typical of the director , a clumsy cat and an intelligent monkey are also present in the film . 	0
2423	this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be . 	1
1455	this may not be great moviemaking . . . but it's vastly enjoyable in a low-down , scandal-mongering way . 	1
9353	what if your most controversial act turned out to be the most traditional thing in the world ? 	0
4241	whether you're moved and love it , or bored or frustrated by the film , you'll still feel something . 	1
7999	while t&#252 ; rlich rediscovers his roots ( and his affection for heidi ) , josch finds out that evil entrepreneur tronald dump plans to blow the mountain to smithereens in order to erect a plastic mountain with a ski resort where you never can get hurt . 	0
7801	throughout nearly a decade she experiences forbidden love , religion , near-death experiences , drugs , starvation , and how it feels to be loved . 	0
4524	it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy . 	1
3	a light-hearted french film about the spiritual quest of a fashion model seeking peace of mind while in a love affair with a veterinarian who is a non-practicing jew . 	1
6642	the kids go through many adventures as a result of taking the flag home . 	0
5011	set on an island off the coast of florida , a techno rave party attracts a diverse group of college coeds and a coast guard officer . 	0
8070	in the little town in georgia that they live in , things soon change . 	0
833	a muddle splashed with bloody beauty as vivid as any scorsese has ever given us . 	1
1411	boy , has this franchise ever run out of gas . 	1
8782	suk , a korean martial artist , brought up by the organization since early childhood , is the man they trust to fight these 'special' matches . 	0
1474	on balance , i recommend the movie both for nicholson's performance and for the opportunity to spend some time with the kind of man that we often meet in real life , but rarely see on screen . 	1
4852	an unflinching , complex portrait of a modern israel that is rarely seen on-screen . 	1
5141	in this bittersweet slice of working class single new jersey life , best friends debby and beth ( both pushing thirty ) go looking for love in the wrong place - namely their favorite bar , oliver's . 	0
1631	the last kiss , a crowd-pleaser in the deepest sense , mixes heartbreak and happiness together until you don't even want to see them apart . 	1
4656	most fish stories are a little peculiar , but this is one that should be thrown back in the river . 	1
6696	chris initiates an affair with ellen ; katrin walks in on them while they are bathing together . 	0
5636	months on , marie finds herself alone , life having taken a dramatic turn . 	0
2217	the new guy does have a heart . now , if it only had a brain . 	1
3239	davis has filled out his cast with appealing fresh faces . 	1
773	not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . 	1
9002	leading his army of women into the surrounding mountain glens , dionysus casts a spell on the city's females , who abandon their husbands and fathers in order to engage in forbidden revels . 	0
4380	a genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives . 	1
9412	when tony takes her on a private cruise from greece to italy , amber is unimpressed at this impromptu no-frills vacation , and takes out her anger on the ship's first mate , giuseppe ( adriano giannini ) . 	0
5289	billy is more a showbiz p . r agent than a legal lawyer and minipulates the tabloids into thinking roxie is no more than an innocent 'good time girl' who took the wrong path , than a scheming murderess . 	0
8414	when his father decides that it's time for tough love , he doesn't pay his tuition . 	0
3539	the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate . 	1
1731	the kind of film that grows on you upon reflection	1
5158	a close acquaintance overhears their conversation , and , promised a fee , reports the win to max ( david winburn ) , smooth-talking but deadly leader of a hoodlum gang , who sends his beautiful paramour , cindy ( kelly taylor ) , to seduce jose , if necessary , to get her hands on the winning ticket . 	0
2865	what's so striking about jolie's performance is that she never lets her character become a caricature -- not even with that radioactive hair . 	1
2530	late marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love . 	1
2559	it's the type of film about growing up that we don't see often enough these days : realistic , urgent , and not sugarcoated in the least . 	1
6877	a mass of weary knights , squires , soldiers of fortune and priests are making their way home across a europe that has changed forever . 	0
1057	the film's thoroughly recycled plot and tiresome jokes . . . drag the movie down . 	1
6251	thinking the young man is dead , a curious fisherman with a scalpel finds two bullets in his back and a miniature laser device in his hip . 	0
6477	his destiny lies in the shadows of a black rose - the symbol of decayed innocence . 	0
7490	he has become an inconvenient obstacle to his work-a-holic son , and lost all remaining freedoms , except the valued time he spends with his grandson . 	0
9020	"the gender-skewed adventures begin when butch , a handsome , but naive baby butch , is compelled by the queen to seek out and bring back her purlined "" koilos "" the source of all pleasures and the key to order and harmony on her island . "	0
3427	birot's directorial debut ( she co-wrote the script with christophe honor� ) isn't so much bad as it is bland . 	1
2819	overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo-hip luxury car commercial , ( it's ) at its worst when it's actually inside the ring . 	1
8593	she feels left out from her father's new family , she's had an abortion , she's tried to commit suicide , and she hates life in the city . 	0
2476	not too far below the gloss you can still feel director denis villeneuve's beating heart and the fondness he has for his characters . 	1
8753	he's lost his super powers , and it will take all of bachelorman's skill and cunning to get his lois lane back . 	0
6213	one sunday , while all the town , including his wife and son , are piously praying mass , a miracle occurs . 	0
8559	discarded and forgotten , pete williams is living out his days in an old soldiers home in galveston , texas . 	0
8675	stallone plays a cop who comes undone after witnessing a brutal scene on the job . 	0
2059	cinephiles will appreciate the fine camerawork and overall mise-en-scene , but people just heading out for a popcorn pleaser will likely be disappointed . 	1
9240	but when she escapes a horrific car accident , she finds herself in death's path of destruction . 	0
2489	handsome and sincere but slightly awkward in its combination of entertainment and evangelical boosterism . 	1
8634	but then roxie comes along and velma is old news . 	0
9733	a young novelist , tormented by his family's history and haunted by the specter of his long-dead , more famous ancestor , falls in love with a woman , a distant relative of his ancestor , whose friends and family begin to disappear mysteriously . 	0
6157	sexgunsmoney@20 is an intense , funny and visceral story about excesses , instant gratification , greed and power , filled with intrigue and machiavellian plotting . 	0
812	 . . . a ho-hum affair , always watchable yet hardly memorable . 	1
4100	greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill	1
5153	what he finds is a pocket of life that seems to be in another era , where prejudice and intolerance are accepted , where the small minds of angry men call the shots and where one woman attempts to save him and fails . 	0
2348	a must for fans of british cinema , if only because so many titans of the industry are along for the ride . 	1
1226	proves mainly that south korean filmmakers can make undemanding action movies with all the alacrity of their hollywood counterparts . 	1
5928	as a young man , walter t . shaw jr . saw his father go unaccredited for his remarkable work and set out on his ironically celebrated career in crime . 	0
1924	captures all the longing , anguish and ache , the confusing sexual messages and the wish to be a part of that elusive adult world . 	1
4741	newcomer helmer kevin donovan is hamstrung by a badly handled screenplay of what is really an amusing concept � a high-tech tux that transforms its wearer into a superman . 	1
4040	a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to . 	1
7228	diana seeks to escape the wasteland of lies she can't stop telling . 	0
8161	yet , while all this is going on , sauron's troops mass toward the city of gondor , for the war of the ring is about to begin . 	0
2509	this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border . 	1
2258	a film that's flawed and brilliant in equal measure . 	1
72	i like my christmas movies with more elves and snow and less pimps and ho's . 	1
2939	broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed . 	1
9823	after being rejected for the perfect job , the aspiring animator faces an impending interview for a receptionist position at the same firm . 	0
2534	the careful compositions in the taiwanese what time is it there ? give us plenty of time to search for meaning and to wonder what the movie is trying to say . 	1
3789	highlights are the terrific performances by christopher plummer , as the prime villain , and nathan lane as vincent crummles , the eccentric theater company manager . 	1
1686	sometimes makes less sense than the bruckheimeresque american action flicks it emulates . 	1
152	resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project . 	1
1742	an original little film about one young woman's education . 	1
1754	meyjes's movie , like max rothman's future , does not work . 	1
8258	"when a powerful developer named mr . scheck wants to knock down all the stores and houses in arnold's neighborhood to build a huge "" mall-plex "" , it looks likes the neighborhood is doomed to disappear . "	0
9719	however , his son is a celibate priest who has never had any success with women . . . , ever . 	0
